ThermDAC Version,device.map.iSGHP-DHS.29MAY19.xls,8/14/2019 2:39:50 PM
CalcsFile Version,3/31/2014 8:09:08 PM
[Test Data]
Format 2
Experiment Type:,dry
Test Date:,10/8/2019,1:20:02 PM
Logging Interval (min),0.00166666666666667
Datafile:,C:\Program Files (x86)\ThermDac8\DEV_ISGHP_DHS\Test Data\Kappler\D200-4 upd.csv
Comments:,


Device Name,,Test Plate,Guard Ring,Lower Guard
RCT0,degC.m2/W,0.0520,,,
Surface Area,m2,0.0423,0.0475,1.0000,

,,Test Plate,Test Plate,Test Plate,Test Plate,Guard Ring,Lower Guard,Backside Cooling,Test Plate,Guard Ring,Lower Guard,Test Plate,Guard Ring,Lower Guard,Test Plate,Guard Ring,Lower Guard,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Test Plate,Guard Ring,Backside Cooling,Test Plate,Test Plate
Time,Clock,RCT,RCT CLO,RCF,Average Surface Temp,Average Surface Temp,Average Surface Temp,Average Surface Temp,Heater Voltage,Heater Voltage,Heater Voltage,Heater % On,Heater % On,Heater % On,Heat Flux Generated,Heat Flux Generated,Heat Flux Generated,Amb Temp,Ambient Temp 1,Ambient Temp 2,Air Velocity,Raw Air Velocity,Chamber Temp,Amb RH,Heater % Out,Steam % Out,Fan % Output,Board Temp,Heater TC (Overtemp),Boiler TC (Overtemp),Flow Setpoint,Flow Setpoint,Cooler % Output,Heat Flux Measured,DHS Sensor Delta Temperature,EventText,SystemEventText
Seconds,,degC.m2/W,Clo,degC.m2/W,degC,degC,degC,degC,V,V,V,%,%,%,W/m2,W/m2,W/m2,degC,degC,degC,m/sec,m/sec,degC,%RH,%,%,%,degC,degC,degC,ml/(hr.m2),ml/(hr.m2),%,W/m2,degC
0.1220322,1:20:03 PM,0.0727,0.469,0.0207,34.81,34.85,35.00,22.27,47.77,47.77,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.22,21.73,60.5,0.00,0.00,30.00,23.6,21.8,23.3,0,0,0.00,236.2,0.55,,
0.2171679,1:20:03 PM,0.0727,0.469,0.0207,34.81,34.85,35.00,22.27,47.77,47.77,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.22,21.73,60.5,0.00,0.00,30.00,23.6,21.8,23.3,0,0,0.00,236.2,0.55,,
0.3218974,1:20:03 PM,0.0727,0.469,0.0207,34.81,34.85,35.00,22.27,47.77,47.77,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.22,21.73,60.5,0.00,0.00,30.00,23.6,21.9,23.3,0,0,0.00,236.2,0.55,,
0.4218572,1:20:03 PM,0.0727,0.469,0.0207,34.81,34.85,35.00,22.27,47.77,47.77,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.22,21.73,60.5,0.00,0.00,30.00,23.6,21.9,23.3,0,0,0.00,236.2,0.55,,
0.5218448,1:20:03 PM,0.0720,0.464,0.0200,34.81,34.85,35.00,22.27,47.93,47.94,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.22,21.73,60.5,0.00,0.00,0.00,23.6,21.9,23.3,0,0,0.00,236.2,0.55,,
0.6220449,1:20:03 PM,0.0720,0.464,0.0200,34.81,34.85,35.00,22.27,47.93,47.94,47.96,8.94,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.21,21.73,60.5,0.00,0.00,0.00,23.6,22.1,22.9,0,0,0.00,236.2,0.55,,
0.7170938,1:20:03 PM,0.0720,0.464,0.0200,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.22,0.21,21.73,60.5,0.00,0.00,0.00,23.6,22.1,22.9,0,0,0.00,236.2,0.55,,
0.8192732,1:20:03 PM,0.0720,0.464,0.0200,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,181.3,329.7,25.2,21.75,21.75,21.74,0.21,0.21,21.73,60.5,0.00,0.00,0.00,23.6,22.1,22.9,0,0,0.00,236.2,0.55,,
0.9197382,1:20:03 PM,0.0720,0.464,0.0200,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,181.3,329.7,25.2,21.75,21.74,21.74,0.21,0.21,21.73,60.5,0.00,0.00,0.00,23.6,22.1,22.9,0,0,0.00,236.2,0.55,,
1.0191183,1:20:04 PM,0.0464,0.299,-0.0056,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,281.2,397.2,25.1,21.75,21.74,21.74,0.21,0.21,21.73,60.5,0.00,0.00,0.00,23.6,21.9,23.5,0,0,0.00,236.2,0.55,,
1.1189493,1:20:04 PM,0.0464,0.299,-0.0056,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,281.2,397.2,25.1,21.75,21.74,21.74,0.21,0.21,21.73,60.5,0.00,0.00,0.00,23.6,21.9,23.5,0,0,0.00,236.2,0.55,,
1.2211438,1:20:04 PM,0.0464,0.299,-0.0056,34.81,34.85,35.00,22.27,47.93,47.94,47.96,13.86,8.34,36.68,281.2,397.2,25.1,21.75,21.74,21.74,0.21,0.21,21.73,60.5,0.00,0.00,0.00,23.6,21.9,23.5,0,0,0.00,236.2,0.55,,
