,,Test Plate,Test Plate,Test Plate,Test Plate,Guard Ring,Lower Guard,Backside Cooling,Test Plate,Guard Ring,Lower Guard,Test Plate,Guard Ring,Lower Guard,Test Plate,Guard Ring,Lower Guard,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Chamber,Test Plate,Guard Ring,Backside Cooling,Test Plate,Test Plate,,
Time,Clock,RCT,RCT CLO,RCF,Average Surface Temp,Average Surface Temp,Average Surface Temp,Average Surface Temp,Heater Voltage,Heater Voltage,Heater Voltage,Heater % On,Heater % On,Heater % On,Heat Flux Generated,Heat Flux Generated,Heat Flux Generated,Amb Temp,Ambient Temp 1,Ambient Temp 2,Air Velocity,Raw Air Velocity,Chamber Temp,Amb RH,Heater % Out,Steam % Out,Fan % Output,Board Temp,Heater TC (Overtemp),Boiler TC (Overtemp),Flow Setpoint,Flow Setpoint,Cooler % Output,Heat Flux Measured,DHS Sensor Delta Temperature,EventText,SystemEventText
Seconds,,degC.m2/W,Clo,degC.m2/W,degC,degC,degC,degC,V,V,V,%,%,%,W/m2,W/m2,W/m2,degC,degC,degC,m/sec,m/sec,degC,%RH,%,%,%,degC,degC,degC,ml/(hr.m2),ml/(hr.m2),%,W/m2,degC,,
219.2412693,11:49:56 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,67.81,23.36,37.57,1382.1,512.4,25.6,21.12,21.13,21.14,0.12,0.12,21.51,62.5,0,0,0,23.8,21.7,23.8,0,0,0,376,0.88,,
219.3417608,11:49:56 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,67.81,23.36,37.57,1382.1,512.4,25.6,21.12,21.13,21.14,0.12,0.12,21.51,62.5,0,0,0,23.8,21.9,23.8,0,0,0,376,0.88,,
219.4390849,11:49:56 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1382.1,512.4,25.6,21.12,21.13,21.14,0.12,0.12,21.51,62.5,0,0,0,23.8,21.9,23.9,0,0,0,376,0.88,,
219.539054,11:49:56 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1382.1,512.4,25.6,21.12,21.13,21.14,0.12,0.12,21.51,62.5,0,0,0,23.8,21.9,23.9,0,0,0,376,0.88,,
219.6407878,11:49:57 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1382.1,512.4,25.6,21.12,21.13,21.14,0.12,0.12,21.51,62.5,0,0,0,23.8,21.9,23.9,0,0,0,376,0.88,,
219.7429589,11:49:57 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.12,0.12,21.51,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376,0.88,,
219.838937,11:49:57 AM,0.0093,0.06,-0.0427,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.12,0.12,21.5,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376,0.88,,
219.9415116,11:49:57 AM,0.0098,0.063,-0.0422,33.96,34.73,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.11,0.12,21.5,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376,0.88,,
220.0399097,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.11,0.12,21.5,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376,0.88,,
220.1410438,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,376,0.88,,
220.2437202,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.3400452,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.13,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.4404171,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.5438732,11:49:57 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,48.06,47.62,47.59,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.6404132,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.7407584,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,22.07,37.57,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.8422024,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,23.7,0,0,0,375,0.88,,
220.941434,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375,0.88,,
221.039823,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375,0.88,,
221.1425142,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1316,482.9,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375,0.88,,
221.2434798,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375,0.88,,
221.3435527,11:49:58 AM,0.0098,0.063,-0.0422,34.07,34.76,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.12,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375,0.88,,
221.4401661,11:49:58 AM,0.0101,0.063,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375,0.88,,
221.5421035,11:49:58 AM,0.0101,0.063,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375,0.88,,
221.6397907,11:49:59 AM,0.0101,0.063,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.5,62.5,0,0,0,23.8,21.8,24.1,0,0,0,375,0.88,,
221.7438867,11:49:59 AM,0.0101,0.063,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.8,24.1,0,0,0,375.5,0.88,,
221.8389814,11:49:59 AM,0.0101,0.063,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.8,24.1,0,0,0,375.5,0.88,,
221.9434748,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.8,24.1,0,0,0,375.5,0.88,,
222.0396237,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.76,47.38,47.3,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375.5,0.88,,
222.1390709,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375.5,0.88,,
222.2406405,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,63.87,20.65,37.6,1297.9,463.7,25.5,21.14,21.14,21.15,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375.5,0.88,,
222.3439128,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1297.9,463.7,25.5,21.14,21.14,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,375.5,0.88,,
222.4408941,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1297.9,463.7,25.5,21.14,21.14,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375.5,0.88,,
222.5438637,11:49:59 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1297.9,463.7,25.5,21.14,21.14,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375.5,0.88,,
222.6418241,11:50:00 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.14,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375.5,0.88,,
222.7417731,11:50:00 AM,0.0101,0.065,-0.0419,34.2,34.8,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.14,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.6,23.8,0,0,0,375.5,0.88,,
222.8438283,11:50:00 AM,0.0101,0.065,-0.0419,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.14,21.16,0.11,0.12,21.46,62.5,0,0,0,23.8,21.7,23.8,0,0,0,375.5,0.88,,
222.9396177,11:50:00 AM,0.0108,0.065,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.14,21.16,0.11,0.12,21.46,62.5,0,0,0,23.8,21.7,23.8,0,0,0,375.5,0.88,,
223.0390892,11:50:00 AM,0.0108,0.065,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.14,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,23.8,0,0,0,375.5,0.88,,
223.1438086,11:50:00 AM,0.0108,0.065,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,23.8,0,0,0,376.3,0.88,,
223.241818,11:50:00 AM,0.0108,0.065,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376.3,0.88,,
223.3390169,11:50:00 AM,0.0108,0.065,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376.3,0.88,,
223.4416981,11:50:00 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,47.93,47.94,47.96,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,23.9,0,0,0,376.3,0.88,,
223.5438401,11:50:00 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.6,23.9,0,0,0,376.3,0.88,,
223.6430843,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,59.5,20.65,37.57,1207.9,451.5,25.4,21.14,21.15,21.16,0.12,0.12,21.46,62.5,0,0,0,23.8,21.6,23.9,0,0,0,376.3,0.88,,
223.7403842,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1207.9,451.5,25.4,21.14,21.15,21.16,0.11,0.12,21.46,62.5,0,0,0,23.8,21.6,23.9,0,0,0,376.3,0.88,,
223.8419184,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1207.9,451.5,25.4,21.14,21.15,21.16,0.11,0.12,21.46,62.5,0,0,0,23.8,21.6,23.9,0,0,0,376.3,0.88,,
223.9407474,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1207.9,451.5,25.4,21.14,21.15,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,23.7,0,0,0,376.3,0.88,,
224.043726,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,23.7,0,0,0,376.3,0.88,,
224.1390782,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,23.7,0,0,0,376.3,0.88,,
224.2407723,11:50:01 AM,0.0108,0.07,-0.0412,34.2,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.16,0.11,0.11,21.46,62.5,0,0,0,23.8,21.7,23.7,0,0,0,376.3,0.88,,
224.3438832,11:50:01 AM,0.0108,0.07,-0.0412,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.11,21.46,62.5,0,0,0,23.8,21.9,23.8,0,0,0,376.3,0.88,,
224.4416134,11:50:01 AM,0.0119,0.07,-0.0401,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.11,21.46,62.5,0,0,0,23.8,21.9,23.8,0,0,0,376.3,0.88,,
224.5439746,11:50:01 AM,0.0119,0.07,-0.0401,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.11,21.46,62.5,0,0,0,23.8,21.9,23.8,0,0,0,373.9,0.88,,
224.6390434,11:50:02 AM,0.0119,0.07,-0.0401,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.11,21.46,62.5,0,0,0,23.8,21.9,23.8,0,0,0,373.9,0.88,,
224.7439739,11:50:02 AM,0.0119,0.07,-0.0401,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.12,21.46,62.5,0,0,0,23.8,21.8,23.8,0,0,0,373.9,0.88,,
224.8401544,11:50:02 AM,0.0119,0.07,-0.0401,34.33,34.84,34.97,22.43,48.03,47.6,47.57,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.11,0.12,21.46,62.5,0,0,0,23.8,21.8,23.8,0,0,0,373.9,0.88,,
224.9390902,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.15,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.8,23.8,0,0,0,373.9,0.88,,
225.043138,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,54.57,19.11,37.65,1107.4,418.3,25.5,21.14,21.16,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.8,23.8,0,0,0,373.9,0.88,,
225.1414123,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1107.4,418.3,25.5,21.14,21.16,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,373.9,0.88,,
225.2424511,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1107.4,418.3,25.5,21.14,21.16,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,373.9,0.88,,
225.3409575,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1107.4,418.3,25.5,21.14,21.16,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,373.9,0.88,,
225.4431704,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.46,62.5,0,0,0,23.8,21.7,24.1,0,0,0,373.9,0.88,,
225.5412878,11:50:02 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.6,23.9,0,0,0,373.9,0.88,,
225.6391003,11:50:03 AM,0.0119,0.077,-0.0401,34.33,34.84,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.6,23.9,0,0,0,373.9,0.88,,
225.7439874,11:50:03 AM,0.0119,0.077,-0.0401,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.6,23.9,0,0,0,373.9,0.88,,
225.8392865,11:50:03 AM,0.0119,0.077,-0.0401,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.6,23.9,0,0,0,373.9,0.88,,
225.9416471,11:50:03 AM,0.0121,0.077,-0.0399,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.7,23.7,0,0,0,372.3,0.87,,
226.0390742,11:50:03 AM,0.0121,0.077,-0.0399,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.7,23.7,0,0,0,372.3,0.87,,
226.1433537,11:50:03 AM,0.0121,0.077,-0.0399,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.17,0.12,0.12,21.49,62.5,0,0,0,23.8,21.7,23.7,0,0,0,372.3,0.87,,
226.2391426,11:50:03 AM,0.0121,0.077,-0.0399,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.18,0.12,0.12,21.49,62.5,0,0,0,23.8,21.7,23.7,0,0,0,372.3,0.87,,
226.3392925,11:50:03 AM,0.0121,0.077,-0.0399,34.47,34.89,34.97,22.43,47.94,47.47,47.52,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.18,0.12,0.12,21.49,62.5,0,0,0,23.8,21.7,24,0,0,0,372.3,0.87,,
226.4416585,11:50:03 AM,0.0121,0.078,-0.0399,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.65,1106.8,381.5,25.6,21.14,21.16,21.18,0.11,0.12,21.49,62.5,0,0,0,23.8,21.7,24,0,0,0,372.3,0.87,,
226.5437432,11:50:03 AM,0.0121,0.078,-0.0399,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,1106.8,381.5,25.6,21.14,21.16,21.18,0.11,0.12,21.49,62.5,0,0,0,23.8,21.7,24,0,0,0,372.3,0.87,,
226.6422256,11:50:04 AM,0.0121,0.078,-0.0399,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,1106.8,381.5,25.6,21.14,21.16,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,24,0,0,0,372.3,0.87,,
226.7393211,11:50:04 AM,0.0121,0.078,-0.0399,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,1106.8,381.5,25.6,21.14,21.16,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,24,0,0,0,372.3,0.87,,
226.8391644,11:50:04 AM,0.0121,0.078,-0.0399,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,1106.8,381.5,25.6,21.14,21.16,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,24,0,0,0,372.3,0.87,,
226.9413251,11:50:04 AM,0.0133,0.078,-0.0387,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,24,0,0,0,372.3,0.87,,
227.0390982,11:50:04 AM,0.0133,0.078,-0.0387,34.47,34.89,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,23.6,0,0,0,372.3,0.87,,
227.1418432,11:50:04 AM,0.0133,0.078,-0.0387,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,23.6,0,0,0,372.3,0.87,,
227.2404836,11:50:04 AM,0.0133,0.078,-0.0387,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,23.6,0,0,0,372.3,0.87,,
227.3417187,11:50:04 AM,0.0133,0.078,-0.0387,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.49,62.5,0,0,0,23.8,21.8,23.6,0,0,0,372.3,0.87,,
227.4399291,11:50:04 AM,0.0135,0.086,-0.0385,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.8,23.8,0,0,0,371.1,0.87,,
227.5391106,11:50:04 AM,0.0135,0.086,-0.0385,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.8,23.8,0,0,0,371.1,0.87,,
227.6438927,11:50:05 AM,0.0135,0.086,-0.0385,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.8,23.8,0,0,0,371.1,0.87,,
227.7425641,11:50:05 AM,0.0135,0.086,-0.0385,34.62,34.93,34.97,22.43,47.93,47.93,47.94,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.8,23.8,0,0,0,371.1,0.87,,
227.8437776,11:50:05 AM,0.0135,0.086,-0.0385,34.62,34.93,34.97,22.43,47.77,47.74,47.86,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,24,0,0,0,371.1,0.87,,
227.942025,11:50:05 AM,0.0135,0.087,-0.0385,34.62,34.93,34.97,22.42,47.77,47.74,47.86,49.28,17.44,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,24,0,0,0,371.1,0.87,,
228.0391566,11:50:05 AM,0.0135,0.087,-0.0385,34.62,34.93,34.97,22.42,47.77,47.74,47.86,43.74,15.76,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,24,0,0,0,371.1,0.87,,
228.1393063,11:50:05 AM,0.0135,0.087,-0.0385,34.62,34.93,34.97,22.42,47.77,47.74,47.86,43.74,15.76,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,24,0,0,0,371.1,0.87,,
228.2393069,11:50:05 AM,0.0135,0.087,-0.0385,34.62,34.93,34.97,22.42,47.77,47.74,47.86,43.74,15.76,37.66,999.9,381.4,25.7,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,23.8,0,0,0,371.1,0.87,,
228.3391272,11:50:05 AM,0.0135,0.087,-0.0385,34.62,34.93,34.97,22.42,47.77,47.74,47.86,43.74,15.76,37.66,888.5,344.4,25.8,21.14,21.17,21.18,0.11,0.11,21.47,62.5,0,0,0,23.8,21.7,23.8,0,0,0,371.1,0.87,,
